store_id,store_name,open_date,store_size_sqft,population_density,location_zip,risk_tier,region,state,format_type
ST-05335,Dollar Tree #5335,2001-03-28,9190,10713.9,48822,Medium,West,TX,Combo
ST-05336,Dollar Tree #5336,2003-08-09,11017,7989.4,36116,Medium,Mid-Atlantic,CO,Standard
ST-05337,Dollar Tree #5337,2023-07-27,7098,10838.0,46366,Low,Northeast,TN,Plus
ST-05338,Dollar Tree #5338,2020-08-18,10459,3597.1,71687,Low,Southeast,NM,Standard
ST-05339,Dollar Tree #5339,2013-06-02,13166,2296.9,99560,Medium,Southeast,NV,Standard
ST-05340,Dollar Tree #5340,2024-09-19,7597,4289.2,43324,Low,Southwest,FL,Standard
ST-05341,Dollar Tree #5341,2020-01-22,9801,9120.2,90811,Medium,Midwest,TX,Standard
ST-05342,Dollar Tree #5342,2007-11-22,6209,11887.5,93714,High,Northeast,AR,Plus
ST-05343,Dollar Tree #5343,2013-08-04,8069,6582.5,40668,Low,Mid-Atlantic,IL,Standard
ST-05344,Dollar Tree #5344,2015-02-09,9728,6983.9,51522,Medium,Midwest,CT,Standard
ST-05345,Dollar Tree #5345,2005-10-26,13097,6718.4,31736,Medium,West,OH,Standard
ST-05346,Dollar Tree #5346,2000-03-17,13849,8123.4,81942,Low,Midwest,MS,Combo
ST-05347,Dollar Tree #5347,2005-01-17,10804,10342.4,99137,Medium,Southeast,NY,Plus
ST-05348,Dollar Tree #5348,2012-09-01,6984,11671.8,30699,Medium,West,TN,Standard
ST-05349,Dollar Tree #5349,2010-01-28,8683,9159.1,72551,High,Southeast,OR,Standard
ST-05350,Dollar Tree #5350,2008-12-20,6519,2933.9,88746,Medium,Southeast,CA,Standard
ST-05351,Dollar Tree #5351,2022-03-12,6375,8954.1,32070,Medium,Midwest,CO,Plus
ST-05352,Dollar Tree #5352,2004-04-18,7887,6168.8,46924,Medium,Northeast,IA,Combo
ST-05353,Dollar Tree #5353,2007-08-21,9219,4386.4,37588,Medium,West,AL,Standard
ST-05354,Dollar Tree #5354,2004-12-18,12205,4405.1,78753,Low,Southeast,GA,Standard
ST-05355,Dollar Tree #5355,2016-07-21,8086,9889.3,47680,Medium,Southwest,KY,Standard
ST-05356,Dollar Tree #5356,2004-10-21,6383,6281.0,12667,Medium,Northeast,IA,Standard
ST-05357,Dollar Tree #5357,2021-09-28,10059,7997.3,53854,Medium,Northeast,AR,Standard
ST-05358,Dollar Tree #5358,2003-09-05,13465,2694.6,73992,Low,Northeast,CA,Plus
ST-05359,Dollar Tree #5359,2001-08-09,8366,3234.4,85024,High,Southeast,AL,Standard
ST-05360,Dollar Tree #5360,2022-02-16,7022,5916.2,42954,High,Northeast,TX,Standard
ST-05361,Dollar Tree #5361,2022-05-12,9231,6428.9,76076,High,Midwest,NM,Plus
ST-05362,Dollar Tree #5362,2012-06-22,13646,5943.8,37277,Medium,Midwest,IA,Standard
ST-05363,Dollar Tree #5363,2019-07-13,9088,11358.4,67997,Low,Southeast,AZ,Plus
ST-05364,Dollar Tree #5364,2023-01-25,8393,10244.2,71599,Medium,Northeast,PA,Standard
ST-05365,Dollar Tree #5365,2017-02-18,6012,2476.9,77732,Medium,Southeast,WI,Combo
ST-05366,Dollar Tree #5366,2004-06-27,13025,1766.6,79924,High,West,KY,Standard
ST-05367,Dollar Tree #5367,2000-05-07,10758,3115.4,57843,Low,Southwest,TX,Standard
ST-05368,Dollar Tree #5368,2012-10-25,11804,4077.6,67823,Medium,Southeast,OR,Plus
ST-05369,Dollar Tree #5369,2013-09-10,13759,6795.3,16726,Low,Mid-Atlantic,CT,Standard
ST-05370,Dollar Tree #5370,2013-04-13,9849,6374.2,70284,Medium,Southeast,NC,Combo
ST-05371,Dollar Tree #5371,2017-02-08,8771,3080.4,60524,Medium,Southeast,CO,Plus
ST-05372,Dollar Tree #5372,2007-10-08,6093,2668.5,91804,Medium,Southeast,CO,Standard
ST-05373,Dollar Tree #5373,2004-12-23,13229,10221.3,15474,Medium,Mid-Atlantic,SC,Standard
ST-05374,Dollar Tree #5374,2006-03-20,12601,6794.5,71340,Low,Midwest,OR,Standard
ST-05375,Dollar Tree #5375,2002-02-09,11074,9754.2,74072,High,Midwest,IN,Standard
ST-05376,Dollar Tree #5376,2008-12-16,7652,8129.2,95747,Medium,Southwest,CA,Standard
ST-05377,Dollar Tree #5377,2024-10-20,6326,6995.9,64658,Medium,West,FL,Plus
ST-05378,Dollar Tree #5378,2009-06-27,12486,4794.4,54091,Medium,Southwest,IN,Standard
ST-05379,Dollar Tree #5379,2019-07-04,12388,11167.7,96943,Low,Mid-Atlantic,NC,Standard
ST-05380,Dollar Tree #5380,2010-08-07,13442,10784.8,80966,High,West,NY,Standard
ST-05381,Dollar Tree #5381,2016-12-01,8403,9762.2,98398,Medium,Midwest,TN,Plus
ST-05382,Dollar Tree #5382,2020-05-07,6259,5790.8,31174,Low,Mid-Atlantic,WI,Combo
ST-05383,Dollar Tree #5383,2016-08-22,9718,9662.1,98792,High,Southwest,NM,Plus
ST-05384,Dollar Tree #5384,2018-02-13,8623,6174.3,33729,Low,Southwest,GA,Standard
ST-05385,Dollar Tree #5385,2024-02-04,6262,3311.5,53491,Medium,West,NM,Combo
ST-05386,Dollar Tree #5386,2013-08-04,13707,1915.6,52951,Medium,Mid-Atlantic,OH,Plus
ST-05387,Dollar Tree #5387,2002-09-05,12889,9288.3,25423,Low,Southwest,IA,Plus
ST-05388,Dollar Tree #5388,2019-11-28,10374,6204.9,95003,Low,Midwest,AL,Combo
ST-05389,Dollar Tree #5389,2018-02-20,13202,4971.1,93646,Medium,Midwest,NY,Combo
ST-05390,Dollar Tree #5390,2022-06-22,10589,9385.0,58222,Low,Southwest,OR,Standard
ST-05391,Dollar Tree #5391,2001-12-26,8278,2731.2,64568,Low,Northeast,WI,Standard
ST-05392,Dollar Tree #5392,2011-10-13,13953,6029.4,74625,Low,Southwest,IA,Plus
ST-05393,Dollar Tree #5393,2008-05-18,11816,11079.2,22514,Medium,Mid-Atlantic,MI,Standard
ST-05394,Dollar Tree #5394,2000-01-24,12014,3406.4,68269,Medium,Southwest,CA,Standard
ST-05395,Dollar Tree #5395,2007-02-02,11952,5189.1,15288,Medium,West,MO,Standard
ST-05396,Dollar Tree #5396,2018-07-17,12066,2103.7,83638,Medium,Mid-Atlantic,NV,Standard
ST-05397,Dollar Tree #5397,2023-05-05,9714,11102.4,45045,Medium,West,OR,Plus
ST-05398,Dollar Tree #5398,2018-12-20,7222,10774.3,59130,Low,Mid-Atlantic,NM,Plus
ST-05399,Dollar Tree #5399,2015-12-07,12655,5050.4,92715,Medium,Midwest,IN,Combo
ST-05400,Dollar Tree #5400,2011-09-27,9780,10068.5,97424,High,Southeast,OK,Plus
ST-05401,Dollar Tree #5401,2002-01-27,11741,4006.9,86935,High,Mid-Atlantic,PA,Standard
ST-05402,Dollar Tree #5402,2020-12-19,6451,9593.9,74954,Medium,Northeast,SC,Standard
ST-05403,Dollar Tree #5403,2006-12-13,6016,9260.6,24000,Medium,Midwest,NM,Standard
ST-05404,Dollar Tree #5404,2022-01-09,6501,11563.6,30683,Medium,Southwest,MS,Standard
ST-05405,Dollar Tree #5405,2001-05-04,7646,10824.5,63609,High,Southwest,KS,Plus
ST-05406,Dollar Tree #5406,2014-06-05,9934,9361.6,10078,Medium,Northeast,PA,Plus
ST-05407,Dollar Tree #5407,2018-12-24,11640,5730.8,67550,Medium,Southeast,CT,Standard
ST-05408,Dollar Tree #5408,2000-07-28,12527,9180.7,33389,High,Southwest,OH,Plus
ST-05409,Dollar Tree #5409,2023-10-01,11632,3670.5,77072,Medium,Mid-Atlantic,NY,Plus
ST-05410,Dollar Tree #5410,2023-07-15,9257,1798.8,32013,Medium,Northeast,PA,Combo
ST-05411,Dollar Tree #5411,2011-05-08,13788,1048.0,93931,Low,West,FL,Standard
ST-05412,Dollar Tree #5412,2016-05-14,8234,10652.3,26529,Medium,Southwest,CA,Standard
ST-05413,Dollar Tree #5413,2012-08-17,7290,11776.8,15872,High,Southeast,TN,Plus
ST-05414,Dollar Tree #5414,2000-07-23,13438,1468.5,55995,Low,Mid-Atlantic,AR,Standard
ST-05415,Dollar Tree #5415,2012-02-08,8108,548.2,91766,Medium,Southeast,FL,Standard
ST-05416,Dollar Tree #5416,2004-11-02,12680,9804.5,66617,Medium,Southwest,TN,Plus
ST-05417,Dollar Tree #5417,2010-05-21,6034,4027.0,93220,Low,Midwest,OH,Combo
ST-05418,Dollar Tree #5418,2020-02-23,13065,5060.1,84081,Medium,Southeast,VA,Standard
ST-05419,Dollar Tree #5419,2022-03-17,12106,5325.2,19604,Medium,West,OK,Standard
ST-05420,Dollar Tree #5420,2011-09-03,7964,11716.8,78064,Low,Midwest,IN,Standard
ST-05421,Dollar Tree #5421,2005-02-08,9097,9354.0,68141,Medium,Mid-Atlantic,SC,Plus
ST-05422,Dollar Tree #5422,2009-06-11,12817,4593.0,63577,Low,Midwest,NY,Standard
ST-05423,Dollar Tree #5423,2014-01-24,8849,8054.0,75237,Low,Midwest,OH,Plus
ST-05424,Dollar Tree #5424,2011-01-18,9264,6472.9,44987,Medium,Northeast,PA,Standard
ST-05425,Dollar Tree #5425,2010-11-19,10772,10081.0,81586,Medium,Southwest,KY,Standard
ST-05426,Dollar Tree #5426,2010-09-13,10888,1975.5,62319,Low,Midwest,TN,Standard
ST-05427,Dollar Tree #5427,2001-07-21,7532,4149.8,55329,Low,Midwest,FL,Plus
ST-05428,Dollar Tree #5428,2024-10-28,12187,5471.5,57609,Low,West,IL,Plus
ST-05429,Dollar Tree #5429,2016-05-19,8740,2771.0,32630,Medium,Southeast,NC,Standard
ST-05430,Dollar Tree #5430,2010-09-21,6162,8094.6,91842,Medium,Southwest,OR,Standard
ST-05431,Dollar Tree #5431,2003-04-09,9415,9206.9,61997,Medium,Mid-Atlantic,AZ,Standard
ST-05432,Dollar Tree #5432,2010-03-23,12590,11008.1,53959,Low,Southeast,MS,Standard
ST-05433,Dollar Tree #5433,2004-11-26,8143,10854.8,68936,Low,Mid-Atlantic,OK,Plus
ST-05434,Dollar Tree #5434,2003-01-04,8209,6430.7,24174,Low,West,CT,Plus
ST-05435,Dollar Tree #5435,2002-10-18,10384,3415.1,82817,Medium,Mid-Atlantic,NC,Standard
ST-05436,Dollar Tree #5436,2014-05-18,11456,9218.8,94919,High,Mid-Atlantic,NV,Standard
ST-05437,Dollar Tree #5437,2004-07-17,6900,5952.9,88836,Low,Northeast,CT,Standard
ST-05438,Dollar Tree #5438,2016-01-11,10218,6593.7,87695,Medium,Northeast,VA,Combo
ST-05439,Dollar Tree #5439,2016-01-18,6989,3359.7,35243,Low,Midwest,OR,Standard
ST-05440,Dollar Tree #5440,2010-01-18,12871,8944.7,16320,Medium,Southwest,OR,Standard
ST-05441,Dollar Tree #5441,2010-11-17,11903,9918.5,66638,Medium,West,CA,Combo
ST-05442,Dollar Tree #5442,2005-02-25,7932,11995.9,22741,Medium,Mid-Atlantic,TN,Plus
ST-05443,Dollar Tree #5443,2009-07-01,13288,1817.7,93410,Low,Southeast,NM,Standard
ST-05444,Dollar Tree #5444,2013-08-27,9457,9354.2,28898,Medium,Northeast,PA,Combo
ST-05445,Dollar Tree #5445,2021-12-24,8840,6878.6,34922,Medium,Southeast,CA,Plus
ST-05446,Dollar Tree #5446,2008-10-17,12746,6808.0,44532,Medium,Mid-Atlantic,CT,Standard
ST-05447,Dollar Tree #5447,2019-02-28,7410,4787.8,85854,Low,Northeast,GA,Standard
ST-05448,Dollar Tree #5448,2002-12-27,8127,8992.0,58423,Medium,Mid-Atlantic,NJ,Plus
ST-05449,Dollar Tree #5449,2022-02-25,9437,4810.8,74352,Medium,Mid-Atlantic,NY,Standard
ST-05450,Dollar Tree #5450,2000-05-19,11108,4275.3,17515,Medium,Southeast,NM,Plus
ST-05451,Dollar Tree #5451,2018-11-25,9244,3630.3,23163,Medium,Midwest,NJ,Standard
ST-05452,Dollar Tree #5452,2016-07-05,13173,8744.5,83864,Medium,Southeast,MS,Standard
ST-05453,Dollar Tree #5453,2024-03-28,7852,471.0,29365,Medium,Mid-Atlantic,SC,Plus
ST-05454,Dollar Tree #5454,2012-05-04,13510,2398.9,22941,Low,Mid-Atlantic,KS,Plus
ST-05455,Dollar Tree #5455,2011-06-16,8058,3983.0,62017,Low,West,CT,Standard
ST-05456,Dollar Tree #5456,2022-06-28,10128,2560.9,42165,Medium,Northeast,WI,Standard
ST-05457,Dollar Tree #5457,2011-05-21,12681,11121.0,28449,High,Mid-Atlantic,MO,Plus
ST-05458,Dollar Tree #5458,2016-06-19,10470,11148.9,26381,Medium,Southeast,TX,Plus
ST-05459,Dollar Tree #5459,2019-07-12,9120,7436.1,33301,Medium,Mid-Atlantic,NM,Plus
ST-05460,Dollar Tree #5460,2013-03-15,9568,8322.4,28200,Low,Southwest,SC,Standard
ST-05461,Dollar Tree #5461,2002-03-16,8789,2922.2,43333,Low,West,IL,Plus
ST-05462,Dollar Tree #5462,2023-10-23,12165,11993.6,54461,High,Southwest,AR,Plus
ST-05463,Dollar Tree #5463,2023-01-06,13414,11550.4,27590,Medium,Northeast,FL,Plus
ST-05464,Dollar Tree #5464,2015-02-22,13972,515.5,27032,Medium,Midwest,NJ,Standard
ST-05465,Dollar Tree #5465,2004-12-13,11411,9149.1,47521,Medium,Southwest,GA,Standard
ST-05466,Dollar Tree #5466,2021-04-09,6782,11929.0,94218,Medium,Mid-Atlantic,GA,Plus
ST-05467,Dollar Tree #5467,2002-01-24,7777,2398.1,41238,High,Mid-Atlantic,NY,Plus
ST-05468,Dollar Tree #5468,2013-11-24,9497,11602.7,85119,High,Northeast,NV,Plus
ST-05469,Dollar Tree #5469,2013-11-16,13861,8987.3,71694,Medium,Mid-Atlantic,KY,Standard
ST-05470,Dollar Tree #5470,2024-01-23,13591,1351.6,96752,Low,Midwest,TX,Plus
ST-05471,Dollar Tree #5471,2007-09-09,8022,8951.8,83113,Low,Southwest,TX,Standard
ST-05472,Dollar Tree #5472,2020-09-15,9840,8596.5,91379,Medium,Mid-Atlantic,GA,Standard
ST-05473,Dollar Tree #5473,2023-05-05,7091,4029.1,87525,Low,West,PA,Standard
ST-05474,Dollar Tree #5474,2008-03-12,13250,9217.3,72507,Medium,Southeast,IN,Plus
ST-05475,Dollar Tree #5475,2008-06-15,11525,4201.1,31607,Low,Mid-Atlantic,MS,Plus
ST-05476,Dollar Tree #5476,2016-06-06,6763,1377.7,46958,Medium,Midwest,TN,Standard
ST-05477,Dollar Tree #5477,2007-12-13,7553,6468.7,86341,Medium,Mid-Atlantic,IA,Plus
ST-05478,Dollar Tree #5478,2015-09-27,10141,10503.5,33114,Low,Mid-Atlantic,MS,Combo
ST-05479,Dollar Tree #5479,2009-08-11,13374,8319.1,87050,Medium,Southeast,NJ,Combo
ST-05480,Dollar Tree #5480,2016-10-10,9662,9083.2,17337,Medium,West,OR,Combo
ST-05481,Dollar Tree #5481,2007-11-19,7455,6409.4,41633,Low,Mid-Atlantic,KY,Standard
ST-05482,Dollar Tree #5482,2004-06-10,9336,1158.3,65009,High,Mid-Atlantic,OR,Combo
ST-05483,Dollar Tree #5483,2015-10-10,9371,9004.3,68340,High,Southwest,WI,Combo
ST-05484,Dollar Tree #5484,2002-09-25,10665,6298.0,66953,Low,Mid-Atlantic,TN,Combo
ST-05485,Dollar Tree #5485,2002-04-28,10703,4041.7,48086,High,Midwest,MS,Plus
ST-05486,Dollar Tree #5486,2004-12-03,6940,8605.6,53950,High,Southwest,OH,Standard
ST-05487,Dollar Tree #5487,2020-06-21,6423,1231.1,46802,Medium,Southeast,MO,Plus
ST-05488,Dollar Tree #5488,2018-07-05,9285,8161.3,76215,Medium,Southwest,NV,Standard
ST-05489,Dollar Tree #5489,2009-10-20,13191,6022.9,70917,Medium,Northeast,OR,Plus
ST-05490,Dollar Tree #5490,2017-11-21,7259,9759.1,27713,Low,Northeast,SC,Combo
ST-05491,Dollar Tree #5491,2020-02-01,12463,555.9,43491,Low,West,AR,Plus
ST-05492,Dollar Tree #5492,2021-07-20,6472,4862.3,51908,Low,Midwest,MO,Standard
ST-05493,Dollar Tree #5493,2018-06-04,8075,10431.1,15602,Medium,Mid-Atlantic,AZ,Plus
ST-05494,Dollar Tree #5494,2003-11-23,12426,8114.2,11837,High,West,TX,Standard
ST-05495,Dollar Tree #5495,2022-05-21,13701,4365.8,73405,Low,Midwest,OH,Combo
ST-05496,Dollar Tree #5496,2005-08-28,11516,10817.7,48403,High,Mid-Atlantic,AL,Plus
ST-05497,Dollar Tree #5497,2013-06-23,11400,1716.4,48982,Medium,Southeast,KS,Standard
ST-05498,Dollar Tree #5498,2011-02-15,7018,7118.6,30353,High,Midwest,FL,Standard
ST-05499,Dollar Tree #5499,2020-04-28,13455,3221.0,40803,Medium,Southeast,TN,Plus
ST-05500,Dollar Tree #5500,2011-11-15,11569,5911.9,68232,Low,Midwest,NV,Combo
ST-05501,Dollar Tree #5501,2004-07-26,12823,9274.7,79734,Medium,Midwest,CA,Standard
ST-05502,Dollar Tree #5502,2021-02-01,8453,8564.5,87370,Medium,West,FL,Standard
ST-05503,Dollar Tree #5503,2000-08-16,6614,7628.7,99879,High,Southeast,KS,Plus
ST-05504,Dollar Tree #5504,2000-07-03,13703,7992.3,85552,Medium,Northeast,MO,Standard
ST-05505,Dollar Tree #5505,2012-07-23,9377,7330.1,75213,High,Midwest,MO,Standard
ST-05506,Dollar Tree #5506,2023-02-15,6980,9058.2,32318,Medium,Southeast,NJ,Plus
ST-05507,Dollar Tree #5507,2013-09-22,12632,3090.8,16608,Low,Southeast,NJ,Standard
ST-05508,Dollar Tree #5508,2012-10-12,11858,1904.0,57501,Medium,West,IN,Combo
ST-05509,Dollar Tree #5509,2023-07-16,7694,3978.1,11378,Medium,West,IA,Standard
ST-05510,Dollar Tree #5510,2023-01-22,10089,2275.1,39359,High,West,MI,Plus
ST-05511,Dollar Tree #5511,2012-05-24,9401,9040.1,19434,Low,Mid-Atlantic,AZ,Standard
ST-05512,Dollar Tree #5512,2008-10-23,11234,9506.4,36818,High,Southwest,OK,Standard
ST-05513,Dollar Tree #5513,2003-10-13,7442,10355.5,67854,Medium,Southwest,OR,Standard
ST-05514,Dollar Tree #5514,2008-04-19,13106,9192.2,86423,Medium,Northeast,KY,Plus
ST-05515,Dollar Tree #5515,2010-07-13,7783,11986.3,18082,High,Southwest,IL,Plus
ST-05516,Dollar Tree #5516,2004-12-04,12492,11889.0,57015,High,Northeast,AZ,Standard
ST-05517,Dollar Tree #5517,2001-08-17,9787,10467.5,94931,Low,Midwest,AR,Plus
ST-05518,Dollar Tree #5518,2003-02-07,12069,7917.6,35612,High,Mid-Atlantic,MO,Combo
ST-05519,Dollar Tree #5519,2020-11-21,8018,7331.4,57826,Low,Southwest,NM,Combo
ST-05520,Dollar Tree #5520,2005-10-11,10757,9041.7,61454,Medium,Southwest,MO,Combo
ST-05521,Dollar Tree #5521,2001-06-12,8442,6298.6,86647,High,Northeast,MO,Standard
ST-05522,Dollar Tree #5522,2005-12-19,13536,7340.8,89820,Medium,Northeast,VA,Standard
ST-05523,Dollar Tree #5523,2022-09-06,13978,9900.7,72686,Low,Northeast,OK,Standard
ST-05524,Dollar Tree #5524,2018-04-07,12356,8405.9,23745,Low,Southeast,AZ,Plus
ST-05525,Dollar Tree #5525,2018-04-16,12679,3289.5,12583,Low,Northeast,GA,Plus
ST-05526,Dollar Tree #5526,2024-09-28,10388,3588.1,57147,Medium,Southwest,FL,Combo
ST-05527,Dollar Tree #5527,2004-12-20,6552,6410.3,32646,High,Mid-Atlantic,KY,Standard
ST-05528,Dollar Tree #5528,2002-12-19,8893,9598.7,21137,Medium,Southwest,OK,Standard
ST-05529,Dollar Tree #5529,2010-09-20,7282,2030.6,58313,Medium,Southeast,OR,Plus
ST-05530,Dollar Tree #5530,2010-09-16,11473,504.8,67301,Low,Northeast,MS,Combo
ST-05531,Dollar Tree #5531,2004-03-18,12375,10463.3,33243,Medium,Southeast,MS,Standard
ST-05532,Dollar Tree #5532,2011-03-18,12994,5378.2,90277,Medium,Northeast,NJ,Combo
ST-05533,Dollar Tree #5533,2006-06-26,13417,7263.8,63731,Medium,Southwest,OH,Plus
ST-05534,Dollar Tree #5534,2016-11-10,12967,8902.7,44875,Medium,Midwest,OK,Standard
ST-05535,Dollar Tree #5535,2010-01-15,11607,1980.5,78147,Low,Northeast,IA,Standard
ST-05536,Dollar Tree #5536,2003-09-12,11947,8274.7,78987,Medium,Northeast,NM,Plus
ST-05537,Dollar Tree #5537,2015-06-13,12062,3863.9,55956,Low,Mid-Atlantic,OK,Standard
ST-05538,Dollar Tree #5538,2017-02-21,6098,3976.7,11381,Low,Northeast,SC,Combo
ST-05539,Dollar Tree #5539,2017-11-27,9444,5940.5,74464,Medium,Midwest,MO,Plus
ST-05540,Dollar Tree #5540,2002-10-07,9658,6470.4,81834,Medium,Southwest,IL,Plus
ST-05541,Dollar Tree #5541,2020-05-13,12248,4099.8,38738,Low,Midwest,AR,Plus
ST-05542,Dollar Tree #5542,2014-05-24,10702,5019.4,39998,Low,Southwest,AL,Standard
ST-05543,Dollar Tree #5543,2004-12-14,13535,10731.9,75797,Low,West,NM,Standard
ST-05544,Dollar Tree #5544,2011-01-06,7790,5922.1,37097,Medium,Mid-Atlantic,MO,Standard
ST-05545,Dollar Tree #5545,2009-06-02,8647,11570.8,25113,Medium,Midwest,TX,Standard
ST-05546,Dollar Tree #5546,2020-01-09,9876,1740.7,64618,Low,West,MO,Combo
ST-05547,Dollar Tree #5547,2018-07-06,10875,1097.2,56583,Medium,Southwest,IN,Standard
ST-05548,Dollar Tree #5548,2013-07-01,10686,6485.1,51560,Medium,Northeast,CO,Plus
ST-05549,Dollar Tree #5549,2002-08-25,8441,5919.3,40388,Medium,Southwest,NJ,Standard
ST-05550,Dollar Tree #5550,2019-08-21,10331,6420.4,78678,Medium,Midwest,WI,Combo
ST-05551,Dollar Tree #5551,2019-11-22,8837,10857.3,57475,Medium,Northeast,GA,Standard
ST-05552,Dollar Tree #5552,2020-10-18,8073,11518.4,44595,High,West,NM,Plus
ST-05553,Dollar Tree #5553,2002-07-08,12916,6860.9,33735,Medium,Southwest,NC,Plus
ST-05554,Dollar Tree #5554,2015-08-09,7941,5375.3,30684,Low,Southeast,GA,Plus
ST-05555,Dollar Tree #5555,2008-09-15,9640,4556.4,19529,Medium,Northeast,NM,Plus
ST-05556,Dollar Tree #5556,2024-10-27,10252,5735.1,58930,Medium,West,KS,Combo
ST-05557,Dollar Tree #5557,2017-04-05,11984,2411.3,87941,Low,Mid-Atlantic,IA,Standard
ST-05558,Dollar Tree #5558,2001-06-19,6100,3972.3,55964,High,Northeast,IN,Standard
ST-05559,Dollar Tree #5559,2012-06-18,8984,3555.7,52273,High,West,FL,Plus
ST-05560,Dollar Tree #5560,2007-05-10,13582,2381.9,63575,Low,Mid-Atlantic,CT,Plus
ST-05561,Dollar Tree #5561,2003-03-07,10997,2964.7,17251,Medium,Midwest,GA,Standard
ST-05562,Dollar Tree #5562,2011-04-23,9018,7427.9,71905,Medium,West,OK,Plus
ST-05563,Dollar Tree #5563,2000-10-13,12640,2045.9,34366,High,Mid-Atlantic,NY,Plus
ST-05564,Dollar Tree #5564,2012-01-17,10014,6809.7,92471,Medium,Mid-Atlantic,MO,Plus
ST-05565,Dollar Tree #5565,2020-09-05,12375,8478.4,72402,Low,Southwest,KS,Plus
ST-05566,Dollar Tree #5566,2007-01-19,13634,5732.6,38769,Medium,Mid-Atlantic,AR,Plus
ST-05567,Dollar Tree #5567,2023-04-28,9582,10177.4,63990,Low,West,MO,Combo
ST-05568,Dollar Tree #5568,2018-08-17,12638,4045.7,53906,Low,Northeast,OK,Combo
ST-05569,Dollar Tree #5569,2009-05-12,11421,747.2,28415,Medium,Southwest,OH,Plus
ST-05570,Dollar Tree #5570,2023-12-01,11621,1163.9,67860,Medium,Southeast,OR,Standard
ST-05571,Dollar Tree #5571,2022-03-13,8913,1943.1,77737,Low,Midwest,MI,Plus
ST-05572,Dollar Tree #5572,2007-01-11,11088,3790.6,20277,High,Midwest,TN,Plus
ST-05573,Dollar Tree #5573,2003-02-15,9621,3970.0,86553,Medium,Mid-Atlantic,MS,Plus
ST-05574,Dollar Tree #5574,2005-05-26,11222,3925.6,21869,High,West,MS,Plus
ST-05575,Dollar Tree #5575,2014-11-02,10145,8120.8,49866,Low,Southwest,VA,Combo
ST-05576,Dollar Tree #5576,2010-04-23,10510,9715.7,57784,Low,Mid-Atlantic,AZ,Standard
ST-05577,Dollar Tree #5577,2019-11-16,7162,5361.1,38432,Medium,Midwest,CA,Plus
ST-05578,Dollar Tree #5578,2023-12-01,8860,1168.4,34888,Low,Southwest,CO,Plus
ST-05579,Dollar Tree #5579,2014-03-03,12385,1716.2,23992,Medium,Southwest,SC,Standard
ST-05580,Dollar Tree #5580,2017-08-26,6230,9969.7,34007,Medium,West,NM,Standard
ST-05581,Dollar Tree #5581,2007-08-19,13187,9807.8,30393,Low,Midwest,CT,Plus
ST-05582,Dollar Tree #5582,2005-05-03,7824,5783.0,72841,Low,Northeast,KS,Plus
ST-05583,Dollar Tree #5583,2022-04-19,6289,9980.7,79360,Medium,West,IL,Standard
ST-05584,Dollar Tree #5584,2013-09-09,11598,11071.7,36763,Medium,West,NM,Standard
ST-05585,Dollar Tree #5585,2013-08-06,7629,6521.6,65779,Medium,Mid-Atlantic,TN,Standard
ST-05586,Dollar Tree #5586,2012-08-16,9042,11949.1,55861,Medium,Midwest,IN,Standard
ST-05587,Dollar Tree #5587,2023-06-10,6823,9768.4,51740,High,Mid-Atlantic,OK,Plus
ST-05588,Dollar Tree #5588,2015-11-05,8898,11731.2,48491,Low,Southeast,VA,Combo
ST-05589,Dollar Tree #5589,2023-09-21,11036,8901.2,81843,Low,Northeast,KY,Plus
ST-05590,Dollar Tree #5590,2010-06-17,9666,1984.7,54906,Medium,West,MI,Standard
ST-05591,Dollar Tree #5591,2015-11-05,6380,6411.5,30043,Medium,Northeast,TX,Standard
ST-05592,Dollar Tree #5592,2002-06-02,12465,5709.6,49711,Medium,Southeast,NY,Plus
ST-05593,Dollar Tree #5593,2012-01-17,11497,1602.8,99198,Low,Northeast,VA,Combo
ST-05594,Dollar Tree #5594,2011-11-13,13939,5353.4,40272,High,Midwest,TX,Combo
ST-05595,Dollar Tree #5595,2008-08-22,11360,4404.3,15517,Low,Midwest,VA,Plus
ST-05596,Dollar Tree #5596,2009-01-21,10536,7128.5,27055,High,Southwest,TX,Plus
ST-05597,Dollar Tree #5597,2018-10-22,6304,11136.9,60387,Medium,West,MS,Standard
ST-05598,Dollar Tree #5598,2019-04-11,9580,7859.7,95128,Medium,Northeast,NM,Combo
ST-05599,Dollar Tree #5599,2007-11-13,7729,6836.6,62880,Medium,Southwest,PA,Standard
ST-05600,Dollar Tree #5600,2009-06-11,12317,6217.8,22750,Medium,Northeast,WI,Combo
ST-05601,Dollar Tree #5601,2007-04-12,6529,9431.7,48900,High,Mid-Atlantic,OH,Standard
ST-05602,Dollar Tree #5602,2008-11-21,13143,9444.4,92663,High,Southwest,AZ,Combo
ST-05603,Dollar Tree #5603,2007-11-20,6288,9290.9,14569,Medium,Midwest,IL,Plus
ST-05604,Dollar Tree #5604,2022-09-01,8238,8477.4,82107,Medium,Mid-Atlantic,TN,Plus
ST-05605,Dollar Tree #5605,2020-03-27,8590,1433.0,11342,High,West,AZ,Standard
ST-05606,Dollar Tree #5606,2023-08-02,10625,7038.7,68696,Low,Northeast,MO,Standard
ST-05607,Dollar Tree #5607,2018-09-04,13270,4896.4,63252,Medium,West,NY,Standard
ST-05608,Dollar Tree #5608,2000-04-28,11133,6637.8,59771,Medium,Northeast,OK,Standard
